name,content,date_created,id,author,contentJson,num_retweets,in_reply_to_screen_name,type,lang,query_candidate,source_file,rt_source,rt_source_id,is_retweet,is_reply_or_mention,cleaned_content,topic_content,author_followers,author_friends,author_statuses,author_created_at
Linkdog2,"ðª  Â alfiandietraÂ  mas_etyo04Â  ayoajaguamahÂ  PandamPamungkas Â  Â  Wkwkkw bner dahh , jelas slahnya masih dipujaa ð¤£Â 

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Petani Bangga bertani",2024-01-04 18:01:21+00:00,tw-1742969481415086215,"{""loc"":"""",""sts_cnt"":174,""frn_cnt"":6,""username"":""Linkdog2"",""id"":""40901533"",""flw_cnt"":4,""created_at"":""2009-05-18T15:59:13Z"",""lst_cnt"":0,""name"":""Richard Coleman"",""scr_name"":""Linkdog2"",""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png""}","{""quote_cnt"":0,""reply_cnt"":0,""user"":{""created_at"":""2009-05-18T15:59:13Z"",""flw_cnt"":4,""scr_name"":""Linkdog2"",""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""lst_cnt"":0,""name"":""Richard Coleman"",""sts_cnt"":174,""loc"":"""",""id"":""40901533"",""username"":""Linkdog2"",""frn_cnt"":6},""source"":null,""rt_cnt"":0,""url"":""https://twitter.com/Linkdog2/status/1742969481415086215"",""entities"":{""hashtags"":[]},""fav_cnt"":0}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,"ðª Â alfiandietraÂ mas_etyo04Â ayoajaguamahÂ PandamPamungkas Â Â Wkwkkw bner dahh , jelas slahnya masih dipujaa ð¤£Â Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Petani Bangga bertani",alfiandietra mas_etyo04 ayoajaguamah pandampamungkas wkwkkw bner dahh jelas slahnya masih dipujaa ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 petani bangga bertani,4,6,174,2009-05-18 15:59:13+00:00
kyrodave,"Ganjar Pranowo dan Mahfud MD memberikan harapan baru bagi Jakarta

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 NelayanÂ Sejahtera",2024-01-04 18:01:22+00:00,tw-1742969485768737129,"{""flw_cnt"":0,""scr_name"":""kyrodave"",""lst_cnt"":0,""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""frn_cnt"":1,""username"":""kyrodave"",""created_at"":""2023-07-19T12:02:55Z"",""loc"":"""",""sts_cnt"":222,""name"":""k"",""id"":""1681635673986723841""}","{""user"":{""created_at"":""2023-07-19T12:02:55Z"",""loc"":"""",""sts_cnt"":222,""username"":""kyrodave"",""id"":""1681635673986723841"",""name"":""k"",""flw_cnt"":0,""scr_name"":""kyrodave"",""frn_cnt"":1,""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""lst_cnt"":0},""rt_cnt"":0,""quote_cnt"":0,""entities"":{""hashtags"":[]},""bookmark_cnt"":0,""source"":null,""fav_cnt"":0,""url"":""https://twitter.com/kyrodave/status/1742969485768737129"",""reply_cnt"":0,""view_cnt"":1}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,Ganjar Pranowo dan Mahfud MD memberikan harapan baru bagi Jakarta Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 NelayanÂ Sejahtera,ganjar pranowo dan mahfud memberikan harapan baru bagi jakarta ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 nelayan sejahtera,0,1,222,2023-07-19 12:02:55+00:00
kabildjafar,"RT Dibawah guyuran rintik hujan_ Alhamdulillah kita semua masih punya semangat 
JL. Margonda raya Depok 4 januari 2024_  *IKReAn*( Inter Koneksi Relawan Anies ) _
 *Salam perubahan*  
#AMINAjaDulu https://t.co/uIH4roYM4J [RE MissKoral]",2024-01-04 18:01:23+00:00,tw-1742969488193249386,"{""loc"":"""",""name"":""Kabil Djafar"",""image"":""https://pbs.twimg.com/profile_images/1498628462084763653/ux3Z86Dh_normal.jpg"",""sts_cnt"":6052,""flw_cnt"":201,""id"":""1498628220056649728"",""username"":""kabildjafar"",""scr_name"":""kabildjafar"",""lst_cnt"":0,""frn_cnt"":738,""created_at"":""2022-03-01T11:57:22Z""}","{""entities"":{""hashtags"":[],""media"":[{""media_url_https"":""https://pbs.twimg.com/ext_tw_video_thumb/1742893311806111744/pu/img/ObfMmzye7HYdJq-l.jpg"",""type"":""video""}]},""source"":null,""reply_cnt"":9,""bookmark_cnt"":1,""view_cnt"":18082,""rt_status"":{""screen_name"":""MissKoral"",""user_id"":""1417489643759710208"",""id"":""1742893385219014857""},""fav_cnt"":780,""url"":""https://pbs.twimg.com/ext_tw_video_thumb/1742893311806111744/pu/img/ObfMmzye7HYdJq-l.jpg"",""rt_cnt"":288,""user"":{""created_at"":""2022-03-01T11:57:22Z"",""frn_cnt"":738,""lst_cnt"":0,""scr_name"":""kabildjafar"",""username"":""kabildjafar"",""id"":""1498628220056649728"",""flw_cnt"":201,""sts_cnt"":6052,""image"":""https://pbs.twimg.com/profile_images/1498628462084763653/ux3Z86Dh_normal.jpg"",""loc"":"""",""name"":""Kabil Djafar""},""quote_cnt"":3}",288,MissKoral,twit,id,anies,data-twit-anies.json,MissKoral,1742893385219014857,True,True,Dibawah guyuran rintik hujan_ Alhamdulillah kita semua masih punya semangat JL. Margonda raya Depok 4 januari 2024_ *IKReAn*( Inter Koneksi Relawan Anies ) _ *Salam perubahan* #AMINAjaDulu,dibawah guyuran rintik hujan_ alhamdulillah kita semua masih punya semangat margonda raya depok januari 2024_ ikrean inter koneksi relawan anies salam perubahan aminajadulu,201,738,6052,2022-03-01 11:57:22+00:00
D_Kusnandar,"RT Zaman Mas Anies jadi Gubernur, Bansos ga pernah disebut bantuan Gubernur atau bantuan Anies. Tapi bantuan/bansos Pemprov DKI Jakarta. https://t.co/6RaWCHHybq [RE firmanyursak]",2024-01-04 18:01:25+00:00,tw-1742969498578346484,"{""created_at"":""2013-10-04T13:26:18Z"",""lst_cnt"":0,""frn_cnt"":885,""flw_cnt"":132,""id"":""1934237556"",""username"":""D_Kusnandar"",""scr_name"":""D_Kusnandar"",""name"":""d'kusnandar"",""loc"":"""",""sts_cnt"":10183,""image"":""https://pbs.twimg.com/profile_images/1526020046983553024/0GAsSW7x_normal.jpg""}","{""reply_cnt"":225,""source"":null,""entities"":{""hashtags"":[],""media"":[{""type"":""image"",""media_url_https"":""https://pbs.twimg.com/media/GC-EtT6boAAgBf-?format=jpg&name=orig""}]},""quote_cnt"":244,""user"":{""lst_cnt"":0,""frn_cnt"":885,""created_at"":""2013-10-04T13:26:18Z"",""loc"":"""",""name"":""d'kusnandar"",""sts_cnt"":10183,""image"":""https://pbs.twimg.com/profile_images/1526020046983553024/0GAsSW7x_normal.jpg"",""id"":""1934237556"",""flw_cnt"":132,""username"":""D_Kusnandar"",""scr_name"":""D_Kusnandar""},""url"":""https://pbs.twimg.com/media/GC-EtT6boAAgBf-?format=jpg&name=orig"",""rt_cnt"":4423,""bookmark_cnt"":590,""rt_status"":{""id"":""1742757500070568339"",""user_id"":""182699119"",""screen_name"":""firmanyursak""},""view_cnt"":885747,""fav_cnt"":16785}",4423,firmanyursak,twit,id,anies,data-twit-anies.json,firmanyursak,1742757500070568339,True,True,"Zaman Mas Anies jadi Gubernur, Bansos ga pernah disebut bantuan Gubernur atau bantuan Anies. Tapi bantuan/bansos Pemprov DKI Jakarta.",zaman mas anies jadi gubernur bansos pernah disebut bantuan gubernur atau bantuan anies tapi bantuan bansos pemprov dki jakarta,132,885,10183,2013-10-04 13:26:18+00:00
Govardh92157239,"Melihat Ganjar Pranowo bersama srimulat membuat saya yakin bahwa politik bisa bersahabat

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Internet Gratis https://t.co/mbuEkyXFNU",2024-01-04 18:01:28+00:00,tw-1742969507474202838,"{""created_at"":""2021-04-18T03:53:53Z"",""scr_name"":""Govardh92157239"",""name"":""Govardhan Reddy"",""frn_cnt"":91,""loc"":""Surakarta, Jawa Tengah"",""image"":""https://pbs.twimg.com/profile_images/1383630343547219972/-TlCZAyz_normal.jpg"",""flw_cnt"":1,""sts_cnt"":333,""lst_cnt"":0,""username"":""Govardh92157239"",""id"":""1383629733154328587""}","{""rt_cnt"":0,""quote_cnt"":0,""source"":null,""entities"":{""hashtags"":[]},""reply_cnt"":0,""view_cnt"":2,""fav_cnt"":0,""bookmark_cnt"":0,""url"":""https://twitter.com/Govardh92157239/status/1742969507474202838"",""user"":{""created_at"":""2021-04-18T03:53:53Z"",""frn_cnt"":91,""loc"":""Surakarta, Jawa Tengah"",""name"":""Govardhan Reddy"",""scr_name"":""Govardh92157239"",""lst_cnt"":0,""id"":""1383629733154328587"",""username"":""Govardh92157239"",""flw_cnt"":1,""sts_cnt"":333,""image"":""https://pbs.twimg.com/profile_images/1383630343547219972/-TlCZAyz_normal.jpg""}}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,Melihat Ganjar Pranowo bersama srimulat membuat saya yakin bahwa politik bisa bersahabat Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Internet Gratis,melihat ganjar pranowo bersama srimulat membuat saya yakin bahwa politik bisa bersahabat ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 internet gratis,1,91,333,2021-04-18 03:53:53+00:00
debyares,"RT Yg memulai politik identitas Ahok tapi yg disalahkan Anies...
Cukuplah video ini sebagai bukti
#AMINAjaDulu 
#AniesMuhaimin2024 https://t.co/sxzAWV3jSQ [RE Boediantar4]",2024-01-04 18:01:29+00:00,tw-1742969511513579816,"{""lst_cnt"":0,""frn_cnt"":164,""created_at"":""2014-07-05T20:07:23Z"",""loc"":""Jawa Timur, Indonesia"",""name"":""Bambang Protocol"",""sts_cnt"":7184,""image"":""https://pbs.twimg.com/profile_images/1629775980041764865/EIdOQZOh_normal.jpg"",""username"":""debyares"",""scr_name"":""debyares"",""flw_cnt"":228,""id"":""2606050808""}","{""entities"":{""media"":[{""type"":""video"",""media_url_https"":""https://pbs.twimg.com/ext_tw_video_thumb/1742780849089835008/pu/img/JRtpUAIL18iVLW4V.jpg""}],""hashtags"":[]},""source"":null,""reply_cnt"":53,""view_cnt"":51220,""bookmark_cnt"":76,""rt_status"":{""user_id"":""1383750727575605257"",""screen_name"":""Boediantar4"",""id"":""1742780917230522717""},""fav_cnt"":2294,""url"":""https://pbs.twimg.com/ext_tw_video_thumb/1742780849089835008/pu/img/JRtpUAIL18iVLW4V.jpg"",""rt_cnt"":1071,""user"":{""scr_name"":""debyares"",""username"":""debyares"",""id"":""2606050808"",""flw_cnt"":228,""sts_cnt"":7184,""image"":""https://pbs.twimg.com/profile_images/1629775980041764865/EIdOQZOh_normal.jpg"",""name"":""Bambang Protocol"",""loc"":""Jawa Timur, Indonesia"",""created_at"":""2014-07-05T20:07:23Z"",""frn_cnt"":164,""lst_cnt"":0},""quote_cnt"":276}",1071,Boediantar4,twit,id,anies,data-twit-anies.json,Boediantar4,1742780917230522717,True,True,Yg memulai politik identitas Ahok tapi yg disalahkan Anies... Cukuplah video ini sebagai bukti #AMINAjaDulu #AniesMuhaimin2024,memulai politik identitas ahok tapi disalahkan anies cukuplah video ini sebagai bukti aminajadulu aniesmuhaimin2024,228,164,7184,2014-07-05 20:07:23+00:00
lcerda_s,"ð§´  Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Lulus Pasti Kerja",2024-01-04 18:01:31+00:00,tw-1742969521525125597,"{""id"":""95555786"",""username"":""lcerda_s"",""lst_cnt"":0,""sts_cnt"":344,""flw_cnt"":0,""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""loc"":"""",""frn_cnt"":24,""name"":""Lorraine"",""scr_name"":""lcerda_s"",""created_at"":""2009-12-09T02:25:16Z""}","{""quote_cnt"":0,""source"":null,""rt_cnt"":0,""reply_cnt"":0,""entities"":{""hashtags"":[]},""bookmark_cnt"":0,""fav_cnt"":0,""view_cnt"":1,""user"":{""created_at"":""2009-12-09T02:25:16Z"",""loc"":"""",""frn_cnt"":24,""scr_name"":""lcerda_s"",""name"":""Lorraine"",""lst_cnt"":0,""id"":""95555786"",""username"":""lcerda_s"",""sts_cnt"":344,""flw_cnt"":0,""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png""},""url"":""https://twitter.com/lcerda_s/status/1742969521525125597""}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,"ð§´ Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Lulus Pasti Kerja",srimulat dan ganjar pranowo paduan yang menarik membuktikan bahwa politik bisa menjadi panggung kebahagiaan ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 lulus pasti kerja,0,24,344,2009-12-09 02:25:16+00:00
gurjant71694681,"Colleen50171369 Ganjar Pranowo merupakan sosok yang cocok sebagai penggantiÂ  Â 

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 sikat KKN https://t.co/46VIrUoyxQ",2024-01-04 18:01:31+00:00,tw-1742969521265058095,"{""flw_cnt"":0,""created_at"":""2018-06-23T14:26:51Z"",""lst_cnt"":0,""name"":""gurjant singh"",""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""scr_name"":""gurjant71694681"",""loc"":""Surakarta, Jawa Tengah"",""sts_cnt"":563,""frn_cnt"":59,""username"":""gurjant71694681"",""id"":""1010529621098598400""}","{""reply_cnt"":0,""quote_cnt"":0,""user"":{""sts_cnt"":563,""loc"":""Surakarta, Jawa Tengah"",""id"":""1010529621098598400"",""frn_cnt"":59,""username"":""gurjant71694681"",""created_at"":""2018-06-23T14:26:51Z"",""flw_cnt"":0,""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""scr_name"":""gurjant71694681"",""lst_cnt"":0,""name"":""gurjant singh""},""source"":null,""url"":""https://twitter.com/gurjant71694681/status/1742969521265058095"",""rt_cnt"":0,""fav_cnt"":0,""entities"":{""hashtags"":[]}}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,Colleen50171369 Ganjar Pranowo merupakan sosok yang cocok sebagai penggantiÂ Â Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 sikat KKN,colleen50171369 ganjar pranowo merupakan sosok yang cocok sebagai pengganti ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 sikat kkn,0,59,563,2018-06-23 14:26:51+00:00
KpellyD,"Pemimpin pilihan generasi Muda Indonesia, pasti Ganjar-Mahfud GanjarMahfud2024 Indramayu IndramayuÂ 

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan Maju",2024-01-04 18:01:31+00:00,tw-1742969520753357123,"{""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""sts_cnt"":242,""flw_cnt"":0,""lst_cnt"":0,""username"":""KpellyD"",""id"":""1116986477521657856"",""created_at"":""2019-04-13T08:48:23Z"",""scr_name"":""KpellyD"",""name"":""Kpelly dÃ©dÃ©"",""frn_cnt"":0,""loc"":""""}","{""reply_cnt"":0,""entities"":{""hashtags"":[]},""quote_cnt"":0,""source"":null,""rt_cnt"":0,""user"":{""sts_cnt"":242,""flw_cnt"":0,""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""lst_cnt"":0,""id"":""1116986477521657856"",""username"":""KpellyD"",""created_at"":""2019-04-13T08:48:23Z"",""frn_cnt"":0,""loc"":"""",""name"":""Kpelly dÃ©dÃ©"",""scr_name"":""KpellyD""},""url"":""https://twitter.com/KpellyD/status/1742969520753357123"",""bookmark_cnt"":0,""fav_cnt"":0,""view_cnt"":2}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,"Pemimpin pilihan generasi Muda Indonesia, pasti Ganjar-Mahfud GanjarMahfud2024 Indramayu IndramayuÂ Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan Maju",pemimpin pilihan generasi muda indonesia pasti ganjar mahfud ganjarmahfud2024 indramayu indramayu ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 perempuan maju,0,0,242,2019-04-13 08:48:23+00:00
Ganapat43872355,"InsyaAllah semua disini tulus mendoakan Pak Ganjar dan Pak Mahfud jadi presiden danÂ 

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Internet Gratis https://t.co/7ZirDjD7SH",2024-01-04 18:01:34+00:00,tw-1742969534431027543,"{""scr_name"":""Ganapat43872355"",""name"":""Ganapati"",""loc"":""Surakarta, Jawa Tengah"",""frn_cnt"":70,""created_at"":""2017-06-10T05:13:48Z"",""username"":""Ganapat43872355"",""id"":""873407830107185152"",""lst_cnt"":0,""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""flw_cnt"":4,""sts_cnt"":785}","{""entities"":{""hashtags"":[]},""reply_cnt"":0,""rt_cnt"":0,""quote_cnt"":0,""source"":null,""url"":""https://twitter.com/Ganapat43872355/status/1742969534431027543"",""user"":{""sts_cnt"":785,""flw_cnt"":4,""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""id"":""873407830107185152"",""username"":""Ganapat43872355"",""lst_cnt"":0,""loc"":""Surakarta, Jawa Tengah"",""frn_cnt"":70,""scr_name"":""Ganapat43872355"",""name"":""Ganapati"",""created_at"":""2017-06-10T05:13:48Z""},""view_cnt"":4,""fav_cnt"":0,""bookmark_cnt"":0}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,InsyaAllah semua disini tulus mendoakan Pak Ganjar dan Pak Mahfud jadi presiden danÂ Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Internet Gratis,insyaallah semua disini tulus mendoakan pak ganjar dan pak mahfud jadi presiden dan ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 internet gratis,4,70,785,2017-06-10 05:13:48+00:00
tvOneNews,"Alasan Program Bagi-bagi Susu dan Makan Siang Gratis Jadi Prioritas, Prabowo Akhirnya Bongkar Akar Semua Masalah Ini https://t.co/HHeZeXQ1xj",2024-01-04 18:01:35+00:00,tw-1742969536905896331,"{""image"":""https://pbs.twimg.com/profile_images/1720666390380843008/nYKt5ab9_normal.jpg"",""created_at"":""2009-07-10T08:16:35Z"",""lst_cnt"":8163,""username"":""tvOneNews"",""scr_name"":""tvOneNews"",""flw_cnt"":9848284,""id"":""55507370"",""frn_cnt"":50,""loc"":""Pulo Gadung, Indonesia"",""name"":""tvOnenews"",""sts_cnt"":419025}","{""rt_cnt"":1,""url"":""https://twitter.com/tvOneNews/status/1742969536905896331"",""fav_cnt"":2,""entities"":{""hashtags"":[]},""reply_cnt"":6,""user"":{""created_at"":""2009-07-10T08:16:35Z"",""lst_cnt"":8163,""image"":""https://pbs.twimg.com/profile_images/1720666390380843008/nYKt5ab9_normal.jpg"",""flw_cnt"":9848284,""scr_name"":""tvOneNews"",""username"":""tvOneNews"",""frn_cnt"":50,""loc"":""Pulo Gadung, Indonesia"",""id"":""55507370"",""sts_cnt"":419025,""name"":""tvOnenews""},""source"":null,""quote_cnt"":1}",1,,twit,id,prabowo,data-twit-prabowo.json,,,False,False,"Alasan Program Bagi-bagi Susu dan Makan Siang Gratis Jadi Prioritas, Prabowo Akhirnya Bongkar Akar Semua Masalah Ini",alasan program bagi bagi susu dan makan siang gratis jadi prioritas prabowo akhirnya bongkar akar semua masalah ini,9848284,50,419025,2009-07-10 08:16:35+00:00
igobyanewname,"@Ezraaradia @skehe14 @daedosoo bener, sedih bgt yg melek Anies ini cuma org berpendidikan (rata2). yg disogok pake bansos ya mau gimana... gw ga bs nyalahin mereka. krn kita ga di posisi mereka dan mereka jumlahnya banyak. berdoa aja ya Tuhan kasih kita 1 keajaiban utk negara kita ð",2024-01-04 18:01:35+00:00,tw-1742969540483637528,"{""created_at"":""2014-05-19T09:17:20Z"",""frn_cnt"":782,""lst_cnt"":3,""id"":""2506923859"",""flw_cnt"":29,""scr_name"":""igobyanewname"",""username"":""igobyanewname"",""sts_cnt"":39570,""image"":""https://pbs.twimg.com/profile_images/1740470222254190592/DjkgWU2o_normal.jpg"",""name"":""Riany ðµð¸ FREE PALESTINE"",""loc"":""Indonesia""}","{""quote_cnt"":0,""rt_cnt"":0,""url"":""https://twitter.com/igobyanewname/status/1742969540483637528"",""user"":{""created_at"":""2014-05-19T09:17:20Z"",""frn_cnt"":782,""lst_cnt"":3,""scr_name"":""igobyanewname"",""username"":""igobyanewname"",""flw_cnt"":29,""id"":""2506923859"",""sts_cnt"":39570,""image"":""https://pbs.twimg.com/profile_images/1740470222254190592/DjkgWU2o_normal.jpg"",""loc"":""Indonesia"",""name"":""Riany ðµð¸ FREE PALESTINE""},""bookmark_cnt"":0,""view_cnt"":14,""fav_cnt"":0,""reply_cnt"":0,""source"":null,""entities"":{""hashtags"":[]}}",0,Ezraaradia,twit,id,anies,data-twit-anies.json,,,False,True,"@Ezraaradia @skehe14 @daedosoo bener, sedih bgt yg melek Anies ini cuma org berpendidikan (rata2). yg disogok pake bansos ya mau gimana... gw ga bs nyalahin mereka. krn kita ga di posisi mereka dan mereka jumlahnya banyak. berdoa aja ya Tuhan kasih kita 1 keajaiban utk negara kita ð",bener sedih bgt melek anies ini cuma org berpendidikan rata2 disogok pake bansos mau gimana nyalahin mereka krn kita posisi mereka dan mereka jumlahnya banyak berdoa aja tuhan kasih kita keajaiban utk negara kita,29,782,39570,2014-05-19 09:17:20+00:00
fuor007,"RT Anies Minta Aparat Pemerintah Berani Laporkan Atasan yang Tidak Netral
https://t.co/YKluhRd9aB [RE geloraco]",2024-01-04 18:01:35+00:00,tw-1742969539888046448,"{""created_at"":""2010-02-22T07:33:38Z"",""frn_cnt"":47,""lst_cnt"":0,""scr_name"":""fuor007"",""username"":""fuor007"",""id"":""116383323"",""flw_cnt"":15,""image"":""https://pbs.twimg.com/profile_images/1741074907981836288/D0WCJwg5_normal.jpg"",""sts_cnt"":4348,""name"":""Indonesia Jaya"",""loc"":""Solo""}","{""quote_cnt"":4,""bookmark_cnt"":0,""rt_status"":{""user_id"":""3319260420"",""screen_name"":""geloraco"",""id"":""1742861815976239164""},""view_cnt"":7259,""fav_cnt"":569,""url"":""https://twitter.com/fuor007/status/1742969539888046448"",""user"":{""username"":""fuor007"",""scr_name"":""fuor007"",""id"":""116383323"",""flw_cnt"":15,""name"":""Indonesia Jaya"",""loc"":""Solo"",""image"":""https://pbs.twimg.com/profile_images/1741074907981836288/D0WCJwg5_normal.jpg"",""sts_cnt"":4348,""created_at"":""2010-02-22T07:33:38Z"",""lst_cnt"":0,""frn_cnt"":47},""rt_cnt"":202,""source"":null,""reply_cnt"":6,""entities"":{""hashtags"":[],""media"":[{""type"":""text""}]}}",202,geloraco,twit,id,anies,data-twit-anies.json,geloraco,1742861815976239164,True,True,Anies Minta Aparat Pemerintah Berani Laporkan Atasan yang Tidak Netral,anies minta aparat pemerintah berani laporkan atasan yang tidak netral,15,47,4348,2010-02-22 07:33:38+00:00
GanpatK94645562,"Bersama Wong Cilik, Ganjar Pranowo Mahfud MD, wujudkan pemerintahan yang mampu mendengar aspirasi rakyat

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Guru Ngaji satu juta https://t.co/Jyf4taqNX8",2024-01-04 18:01:36+00:00,tw-1742969542937018868,"{""sts_cnt"":947,""loc"":""Surakarta, Jawa Tengah"",""created_at"":""2017-01-14T07:57:02Z"",""username"":""GanpatK94645562"",""id"":""820177890855686144"",""name"":""Ganpat Kumar"",""scr_name"":""GanpatK94645562"",""flw_cnt"":8,""frn_cnt"":200,""lst_cnt"":0,""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png""}","{""bookmark_cnt"":0,""source"":null,""fav_cnt"":0,""url"":""https://twitter.com/GanpatK94645562/status/1742969542937018868"",""reply_cnt"":0,""view_cnt"":4,""user"":{""username"":""GanpatK94645562"",""sts_cnt"":947,""loc"":""Surakarta, Jawa Tengah"",""created_at"":""2017-01-14T07:57:02Z"",""name"":""Ganpat Kumar"",""id"":""820177890855686144"",""scr_name"":""GanpatK94645562"",""flw_cnt"":8,""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""lst_cnt"":0,""frn_cnt"":200},""rt_cnt"":0,""quote_cnt"":0,""entities"":{""hashtags"":[]}}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,"Bersama Wong Cilik, Ganjar Pranowo Mahfud MD, wujudkan pemerintahan yang mampu mendengar aspirasi rakyat Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Guru Ngaji satu juta",bersama wong cilik ganjar pranowo mahfud wujudkan pemerintahan yang mampu mendengar aspirasi rakyat ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 guru ngaji satu juta,8,200,947,2017-01-14 07:57:02+00:00
hamburger285,"Ganjar Pranowo-Mahfud MD: Kesehatan jiwa raga, prioritas kesehatan untuk masyarakat yang produktif dan berdaya saing global

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Guru Ngaji satu juta https://t.co/7xfRVWNmtI",2024-01-04 18:01:37+00:00,tw-1742969548930691257,"{""id"":""1449858366"",""frn_cnt"":46,""username"":""hamburger285"",""sts_cnt"":337,""loc"":""Surakarta, Jawa Tengah"",""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""scr_name"":""hamburger285"",""name"":""Hanne Andersen"",""lst_cnt"":0,""created_at"":""2013-05-22T20:58:37Z"",""flw_cnt"":0}","{""user"":{""created_at"":""2013-05-22T20:58:37Z"",""flw_cnt"":0,""scr_name"":""hamburger285"",""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""name"":""Hanne Andersen"",""lst_cnt"":0,""sts_cnt"":337,""loc"":""Surakarta, Jawa Tengah"",""id"":""1449858366"",""frn_cnt"":46,""username"":""hamburger285""},""reply_cnt"":0,""quote_cnt"":0,""fav_cnt"":0,""entities"":{""hashtags"":[]},""source"":null,""url"":""https://twitter.com/hamburger285/status/1742969548930691257"",""rt_cnt"":0}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,"Ganjar Pranowo-Mahfud MD: Kesehatan jiwa raga, prioritas kesehatan untuk masyarakat yang produktif dan berdaya saing global Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Guru Ngaji satu juta",ganjar pranowo mahfud kesehatan jiwa raga prioritas kesehatan untuk masyarakat yang produktif dan berdaya saing global ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 guru ngaji satu juta,0,46,337,2013-05-22 20:58:37+00:00
