Source,Target,Weight,s_text,s_time,w_ij,delta_t_seconds,edge_type,rt_source,rt_source_id,tweet_i,tweet_j,query_i,query_j
Govardh92157239,harekrushnabhuy,0.7449896397663773,0.6720423102378845,0.8179369692948703,0.7449896397663773,174.0,semantic,,,Semoga Ganjar Pranowo dan Mahfud MD dapat membawa semangat persatuan dan keakraban keluarga ke d kepemimpinan nasional Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMa...,Mahfud MD dan Ganjar Pranowo adalah sosok yang mengajarkan bahwa kebahagiaan dapat hadir di tengah-tengah politik Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2...,ganjar,ganjar
Himansh57222985,harekrushnabhuy,0.7679084728188164,0.7188241481781006,0.816992797459532,0.7679084728188164,175.0,semantic,,,Semoga Ganjar Pranowo dan Mahfud MD dapat membawa semangat persatuan dan keakraban keluarga ke d kepemimpinan nasional Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMa...,"Ganjar Pranowo, seorang ayah yang bijaksana, memberikan keyakinan bahwa beliau juga dapat menjadi pemimpin yang bijaksana bagi warga Jakarta Ganjar Mahfud Hebat #L3bihbaik #Mahf...",ganjar,ganjar
LuisEmmi1,harekrushnabhuy,0.7400719923943984,0.6640942692756653,0.8160497155131315,0.7400719923943984,176.0,semantic,,,Semoga Ganjar Pranowo dan Mahfud MD dapat membawa semangat persatuan dan keakraban keluarga ke d kepemimpinan nasional Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMa...,"Ganjar Pranowo dan Mahfud MD, pasangan yang membawa optimisme melalui keceriaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 NelayanÂ Sejahtera",ganjar,ganjar
kyrenSama,lcerda_s,0.9689082479627305,0.9493000507354736,0.9885164451899874,0.9689082479627305,10.0,semantic,,,"Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 ...","ð§´ Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud...",ganjar,ganjar
Leith_1st,kyrenSama,0.8134102643083868,0.663105845451355,0.9637146831654186,0.8134102643083868,32.0,semantic,,,"Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 ...","â Ganjar Pranowo, tidak hanya gubernur, tapi juga entertainer yang mampu membuat politik lebih dekat dengan hati warga Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #Ganjar...",ganjar,ganjar
Lourdes00357345,kyrenSama,0.9111323508762731,0.8663102388381958,0.9559544629143504,0.9111323508762731,39.0,semantic,,,"Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 ...","Srimulat dan Ganjar Pranowo, kombinasi yang memukau, memberikan energi positif d politik Jakarta Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan Maju",ganjar,ganjar
kyrenSama,lebleakeur,0.9097196162051049,0.8711825013160706,0.9482567310941393,0.9097196162051049,46.0,semantic,,,"Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 ...","ð Srimulat dan Ganjar Pranowo, pasangan yang menyenangkan, membawa nuansa positif d dunia politik yang seringkali keras Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #Ganj...",ganjar,ganjar
gavin_k_wong,kyrenSama,0.8529325729102462,0.7641571164131165,0.9417080294073759,0.8529325729102462,52.0,semantic,,,"Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 ...",Mahfud MD dan Ganjar Pranowo adalah tim yang mampu mengubah politik menjadi panggung keceriaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan Maju,ganjar,ganjar
GururajgoudarP1,kyrenSama,0.8127797667212792,0.7639861106872559,0.8615734227553025,0.8127797667212792,129.0,semantic,,,"Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 ...","Ganjar Pranowo dan Mahfud MD, duo yang akan membawa senyuman di dunia politik Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Petani Bangga bertani",ganjar,ganjar
HarishP07794662,kyrenSama,0.7988342493399028,0.7410563230514526,0.856612175628353,0.7988342493399028,134.0,semantic,,,"Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 ...","Ganjar Pranowo dan Mahfud MD, duo yang bisa membawa keceriaan ke panggung politik Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Buruh Naik Kelas",ganjar,ganjar
h_mccomiskie,kyrenSama,0.7621275434974801,0.7006301283836365,0.8236249586113237,0.7621275434974801,168.0,semantic,,,"Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 ...","Ganjar Pranowo, dengan keceriaannya, menghadirkan nuansa yang berbeda d politik, membuatnya lebih dekat dengan rakyat Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMah...",ganjar,ganjar
Govardh92157239,kyrenSama,0.8269619074315382,0.8350415825843811,0.8188822322786953,0.8269619074315382,173.0,semantic,,,"Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 ...",Mahfud MD dan Ganjar Pranowo adalah sosok yang mengajarkan bahwa kebahagiaan dapat hadir di tengah-tengah politik Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2...,ganjar,ganjar
harekrushnabhuy,kyrenSama,0.7884837153031052,0.7590304613113403,0.8179369692948703,0.7884837153031052,174.0,semantic,,,"Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 ...","Ganjar Pranowo dan Mahfud MD, duo yang bisa membawa keceriaan d setiap langkah politik Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan Maju",ganjar,ganjar
LuisEmmi1,kyrenSama,0.7485735009140617,0.6801542043685913,0.816992797459532,0.7485735009140617,175.0,semantic,,,"Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 ...","Ganjar Pranowo dan Mahfud MD, pasangan yang membawa optimisme melalui keceriaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 NelayanÂ Sejahtera",ganjar,ganjar
Lbhai1748Khan,leyarose19,0.7914187205312954,0.6626335382461548,0.9202039028164359,0.7914187205312954,72.0,semantic,,,ð­ Â tempodotco Dukungan saya untuk Â Â didasarkan pada rekam jejak positif mereka d pembangunan dan penegakan hukumÂ Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarM...,YudhaImamfÂ Twillight_Loid Â Â Ke Mana AjeÂ Twillight_LoidÂ Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Guru Ngaji satu juta,ganjar,ganjar
leyarose19,luerass,0.735056028836047,0.6606335043907166,0.8094785532813774,0.735056028836047,183.0,semantic,,,ð­ Â tempodotco Dukungan saya untuk Â Â didasarkan pada rekam jejak positif mereka d pembangunan dan penegakan hukumÂ Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarM...,ð¤¾ââï¸ Â DedynurPalakka mohmahfudmd JANGAN SEMANGAT TERUSÂ Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Guru Ngaji satu juta,ganjar,ganjar
GabbarG50774637,Linkdog2,0.8091543820924489,0.6523653268814087,0.9659434373034891,0.8091543820924489,30.0,semantic,,,"ðª Â alfiandietraÂ mas_etyo04Â ayoajaguamahÂ PandamPamungkas Â Â Wkwkkw bner dahh , jelas slahnya masih dipujaa ð¤£Â Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarM...",tatakujiyati all in gama aja sipalingganjar Â Â sipalingganjarÂ Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Buruh Naik Kelas,ganjar,ganjar
Linkdog2,LorenaU88237897,0.8315611965888003,0.7555845379829407,0.90753785519466,0.8315611965888003,84.0,semantic,,,"ðª Â alfiandietraÂ mas_etyo04Â ayoajaguamahÂ PandamPamungkas Â Â Wkwkkw bner dahh , jelas slahnya masih dipujaa ð¤£Â Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarM...",ð Â xquitavee Den Bokep Â Â Â Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Petani Bangga bertani,ganjar,ganjar
Gobardhanmaster,Linkdog2,0.7619144970588156,0.6592650413513184,0.8645639527663128,0.7619144970588156,126.0,semantic,,,"ðª Â alfiandietraÂ mas_etyo04Â ayoajaguamahÂ PandamPamungkas Â Â Wkwkkw bner dahh , jelas slahnya masih dipujaa ð¤£Â Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarM...",sthevannys_Â Â mending jangan serang2an begini lagi deh pak kedepannya Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan Maju,ganjar,ganjar
KpellyD,kyrodave,0.7990364207064491,0.6884361505508423,0.9096366908620558,0.7990364207064491,82.0,semantic,,,Ganjar Pranowo dan Mahfud MD memberikan harapan baru bagi Jakarta Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 NelayanÂ Sejahtera,"Ganjar Pranowo, pemimpin yang tidak hanya cerdas tetapi juga memiliki hati untuk rakyat Jakarta Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Internet Gratis",ganjar,ganjar
go83996201vinay,kyrodave,0.7889062769717383,0.7349404096603394,0.8428721442831374,0.7889062769717383,148.0,semantic,,,Ganjar Pranowo dan Mahfud MD memberikan harapan baru bagi Jakarta Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 NelayanÂ Sejahtera,"Jakarta yakin, kehangatan keluarga Ganjar Pranowo akan membawa kehangatan pada pemerintahan nasional Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Petani Ba...",ganjar,ganjar
Gulasha31291179,kyrodave,0.7901384559125257,0.7613946795463562,0.8188822322786953,0.7901384559125257,173.0,semantic,,,Ganjar Pranowo dan Mahfud MD memberikan harapan baru bagi Jakarta Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 NelayanÂ Sejahtera,"Ganjar Pranowo dan Mahfud MD, membawa visi yang lebih besar untuk Jakarta, dengan keharmonisan keluarga sebagai landasan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #Ganjar...",ganjar,ganjar
HermantoRaafi,kabildjafar,0.9616989699065491,1.0,0.9233979398130983,0.9616989699065491,69.0,retweet,MissKoral,1742893385219014857,Dibawah guyuran rintik hujan_ Alhamdulillah kita semua masih punya semangat JL. Margonda raya Depok 4 januari 2024_ *IKReAn*( Inter Koneksi Relawan Anies ) _ *Salam perubahan* #...,Dibawah guyuran rintik hujan_ Alhamdulillah kita semua masih punya semangat JL. Margonda raya Depok 4 januari 2024_ *IKReAn*( Inter Koneksi Relawan Anies ) _ *Salam perubahan* #...,anies,anies
Pribumituan,kabildjafar,0.9357911428523138,1.0,0.8715822857046276,0.9357911428523138,119.0,retweet,MissKoral,1742893385219014857,Dibawah guyuran rintik hujan_ Alhamdulillah kita semua masih punya semangat JL. Margonda raya Depok 4 januari 2024_ *IKReAn*( Inter Koneksi Relawan Anies ) _ *Salam perubahan* #...,Dibawah guyuran rintik hujan_ Alhamdulillah kita semua masih punya semangat JL. Margonda raya Depok 4 januari 2024_ *IKReAn*( Inter Koneksi Relawan Anies ) _ *Salam perubahan* #...,anies,anies
D_Kusnandar,DebiPermadi,0.9774254864489211,1.0,0.9548509728978424,0.9774254864489211,40.0,retweet,firmanyursak,1742757500070568339,"Zaman Mas Anies jadi Gubernur, Bansos ga pernah disebut bantuan Gubernur atau bantuan Anies. Tapi bantuan/bansos Pemprov DKI Jakarta.","Zaman Mas Anies jadi Gubernur, Bansos ga pernah disebut bantuan Gubernur atau bantuan Anies. Tapi bantuan/bansos Pemprov DKI Jakarta.",anies,anies
D_Kusnandar,kopiiid19,0.8968697330176214,1.0,0.7937394660352427,0.8968697330176214,200.0,retweet,firmanyursak,1742757500070568339,"Zaman Mas Anies jadi Gubernur, Bansos ga pernah disebut bantuan Gubernur atau bantuan Anies. Tapi bantuan/bansos Pemprov DKI Jakarta.","Zaman Mas Anies jadi Gubernur, Bansos ga pernah disebut bantuan Gubernur atau bantuan Anies. Tapi bantuan/bansos Pemprov DKI Jakarta.",anies,anies
D_Kusnandar,igobyanewname,0.8954969590970185,1.0,0.7909939181940371,0.8954969590970185,203.0,retweet,firmanyursak,1742757500070568339,"Zaman Mas Anies jadi Gubernur, Bansos ga pernah disebut bantuan Gubernur atau bantuan Anies. Tapi bantuan/bansos Pemprov DKI Jakarta.","Zaman Mas Anies jadi Gubernur, Bansos ga pernah disebut bantuan Gubernur atau bantuan Anies. Tapi bantuan/bansos Pemprov DKI Jakarta.",anies,anies
D_Kusnandar,gurudesa09,0.8896029323953606,1.0,0.7792058647907212,0.8896029323953606,216.0,retweet,firmanyursak,1742757500070568339,"Zaman Mas Anies jadi Gubernur, Bansos ga pernah disebut bantuan Gubernur atau bantuan Anies. Tapi bantuan/bansos Pemprov DKI Jakarta.","Zaman Mas Anies jadi Gubernur, Bansos ga pernah disebut bantuan Gubernur atau bantuan Anies. Tapi bantuan/bansos Pemprov DKI Jakarta.",anies,anies
D_Kusnandar,Pribumituan,0.7892056707289847,1.0,0.5784113414579696,0.7892056707289847,474.0,retweet,firmanyursak,1742757500070568339,"Zaman Mas Anies jadi Gubernur, Bansos ga pernah disebut bantuan Gubernur atau bantuan Anies. Tapi bantuan/bansos Pemprov DKI Jakarta.","Zaman Mas Anies jadi Gubernur, Bansos ga pernah disebut bantuan Gubernur atau bantuan Anies. Tapi bantuan/bansos Pemprov DKI Jakarta.",anies,anies
Govardh92157239,leo23915977,0.8611388532092634,0.7935317158699036,0.9287459905486232,0.8611388532092634,64.0,semantic,,,Melihat Ganjar Pranowo bersama srimulat membuat saya yakin bahwa politik bisa bersahabat Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Internet Gratis,ð Kemesraan keluarga Ganjar Pranowo adalah gambaran nyata bahwa seorang pemimpin sejati adalah yang peduli pada keluarga Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #Gan...,ganjar,ganjar
Govardh92157239,KpellyD,0.7972363372724647,0.678510308265686,0.9159623662792432,0.7972363372724647,76.0,semantic,,,Melihat Ganjar Pranowo bersama srimulat membuat saya yakin bahwa politik bisa bersahabat Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Internet Gratis,"Ganjar Pranowo, pemimpin yang tidak hanya cerdas tetapi juga memiliki hati untuk rakyat Jakarta Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Internet Gratis",ganjar,ganjar
Govardh92157239,LiRongshuang,0.8527550473371723,0.8217635750770569,0.8837465195972879,0.8527550473371723,107.0,semantic,,,Melihat Ganjar Pranowo bersama srimulat membuat saya yakin bahwa politik bisa bersahabat Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Internet Gratis,ð¤¹ââï¸ Semoga Ganjar Pranowo dan Mahfud MD dapat membawa semangat positif d kepemimpinan nasional Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Inter...,ganjar,ganjar
Govardh92157239,Himansh57222985,0.7671442329468898,0.7097116708755493,0.8245767950182302,0.7671442329468898,167.0,semantic,,,Melihat Ganjar Pranowo bersama srimulat membuat saya yakin bahwa politik bisa bersahabat Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Internet Gratis,"Ganjar Pranowo, seorang ayah yang bijaksana, memberikan keyakinan bahwa beliau juga dapat menjadi pemimpin yang bijaksana bagi warga Jakarta Ganjar Mahfud Hebat #L3bihbaik #Mahf...",ganjar,ganjar
bungdree,debyares,0.9511559642341594,1.0,0.9023119284683186,0.9511559642341594,89.0,retweet,Boediantar4,1742780917230522717,Yg memulai politik identitas Ahok tapi yg disalahkan Anies... Cukuplah video ini sebagai bukti #AMINAjaDulu #AniesMuhaimin2024,Yg memulai politik identitas Ahok tapi yg disalahkan Anies... Cukuplah video ini sebagai bukti #AMINAjaDulu #AniesMuhaimin2024,anies,anies
KpellyD,lcerda_s,0.8330674171447754,0.6661348342895508,1.0,0.8330674171447754,0.0,semantic,,,"ð§´ Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud...","Pemimpin pilihan generasi Muda Indonesia, pasti Ganjar-Mahfud GanjarMahfud2024 Indramayu IndramayuÂ Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan ...",ganjar,ganjar
Leith_1st,lcerda_s,0.8221984390105683,0.6694867610931396,0.9749101169279971,0.8221984390105683,22.0,semantic,,,"ð§´ Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud...","â Ganjar Pranowo, tidak hanya gubernur, tapi juga entertainer yang mampu membuat politik lebih dekat dengan hati warga Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #Ganjar...",ganjar,ganjar
Lourdes00357345,lcerda_s,0.8920974210571804,0.8171350955963135,0.9670597465180473,0.8920974210571804,29.0,semantic,,,"ð§´ Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud...","Srimulat dan Ganjar Pranowo, kombinasi yang memukau, memberikan energi positif d politik Jakarta Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan Maju",ganjar,ganjar
lcerda_s,lebleakeur,0.9215271309942644,0.8837816715240479,0.959272590464481,0.9215271309942644,36.0,semantic,,,"ð§´ Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud...","ð Srimulat dan Ganjar Pranowo, pasangan yang menyenangkan, membawa nuansa positif d dunia politik yang seringkali keras Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #Ganj...",ganjar,ganjar
gavin_k_wong,lcerda_s,0.8574528135937116,0.7622578144073486,0.9526478127800746,0.8574528135937116,42.0,semantic,,,"ð§´ Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud...",Mahfud MD dan Ganjar Pranowo adalah tim yang mampu mengubah politik menjadi panggung keceriaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan Maju,ganjar,ganjar
GururajgoudarP1,lcerda_s,0.8187732776713446,0.7659642696380615,0.8715822857046276,0.8187732776713446,119.0,semantic,,,"ð§´ Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud...","Ganjar Pranowo dan Mahfud MD, duo yang akan membawa senyuman di dunia politik Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Petani Bangga bertani",ganjar,ganjar
HarishP07794662,lcerda_s,0.8016162933758235,0.7366691827774048,0.8665634039742424,0.8016162933758235,124.0,semantic,,,"ð§´ Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud...","Ganjar Pranowo dan Mahfud MD, duo yang bisa membawa keceriaan ke panggung politik Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Buruh Naik Kelas",ganjar,ganjar
Litzy6172780962,lcerda_s,0.763368443941411,0.6848376989364624,0.8418991889463596,0.763368443941411,149.0,semantic,,,"ð§´ Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud...","ð¤· Ganjar Pranowo, bersama Mahfud MD, siap menjawab panggilan sejarah Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 KTP Sakti",ganjar,ganjar
h_mccomiskie,lcerda_s,0.7416798032806816,0.6501666307449341,0.8331929758164291,0.7416798032806816,158.0,semantic,,,"ð§´ Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud...","Ganjar Pranowo, dengan keceriaannya, menghadirkan nuansa yang berbeda d politik, membuatnya lebih dekat dengan rakyat Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMah...",ganjar,ganjar
Govardh92157239,lcerda_s,0.8388496465207667,0.8493041396141052,0.828395153427428,0.8388496465207667,163.0,semantic,,,"ð§´ Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud...",Mahfud MD dan Ganjar Pranowo adalah sosok yang mengajarkan bahwa kebahagiaan dapat hadir di tengah-tengah politik Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2...,ganjar,ganjar
harekrushnabhuy,lcerda_s,0.7932106944673838,0.7589824795722961,0.8274389093624713,0.7932106944673838,164.0,semantic,,,"ð§´ Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud...","Ganjar Pranowo dan Mahfud MD, duo yang bisa membawa keceriaan d setiap langkah politik Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan Maju",ganjar,ganjar
LuisEmmi1,lcerda_s,0.7674774144605114,0.7084710597991943,0.8264837691218284,0.7674774144605114,165.0,semantic,,,"ð§´ Srimulat dan Ganjar Pranowo, paduan yang menarik, membuktikan bahwa politik bisa menjadi panggung kebahagiaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud...","Ganjar Pranowo dan Mahfud MD, pasangan yang membawa optimisme melalui keceriaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 NelayanÂ Sejahtera",ganjar,ganjar
LiRongshuang,gurjant71694681,0.944436625318855,0.8980706930160522,0.9908025576216578,0.944436625318855,8.0,semantic,,,Colleen50171369 Ganjar Pranowo merupakan sosok yang cocok sebagai penggantiÂ Â Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 sikat KKN,ð§§ Â Colleen50171369 Ganjar Pranowo merupakan sosok yang cocok sebagai penggantiÂ Â Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan Maju,ganjar,ganjar
KpellyD,Lourdes00357345,0.8354780153107204,0.7038962841033936,0.9670597465180473,0.8354780153107204,29.0,semantic,,,"Pemimpin pilihan generasi Muda Indonesia, pasti Ganjar-Mahfud GanjarMahfud2024 Indramayu IndramayuÂ Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan ...","Srimulat dan Ganjar Pranowo, kombinasi yang memukau, memberikan energi positif d politik Jakarta Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan Maju",ganjar,ganjar
KpellyD,gavin_k_wong,0.8017330207508466,0.6508182287216187,0.9526478127800746,0.8017330207508466,42.0,semantic,,,"Pemimpin pilihan generasi Muda Indonesia, pasti Ganjar-Mahfud GanjarMahfud2024 Indramayu IndramayuÂ Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan ...",Mahfud MD dan Ganjar Pranowo adalah tim yang mampu mengubah politik menjadi panggung keceriaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan Maju,ganjar,ganjar
KpellyD,LorenaU88237897,0.7625318733443991,0.6504561901092529,0.8746075565795453,0.7625318733443991,116.0,semantic,,,"Pemimpin pilihan generasi Muda Indonesia, pasti Ganjar-Mahfud GanjarMahfud2024 Indramayu IndramayuÂ Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan ...",ð¦´ Ganjar Pranowo dan Mahfud MD Presiden dan Wakil Presiden 2024Â Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 KTP Sakti,ganjar,ganjar
GururajgoudarP1,KpellyD,0.7793437322688177,0.6871051788330078,0.8715822857046276,0.7793437322688177,119.0,semantic,,,"Pemimpin pilihan generasi Muda Indonesia, pasti Ganjar-Mahfud GanjarMahfud2024 Indramayu IndramayuÂ Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan ...","Ganjar Pranowo dan Mahfud MD, duo yang akan membawa senyuman di dunia politik Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Petani Bangga bertani",ganjar,ganjar
